code,tm,signal_name,period,chg_pct_4,chg_pct_8,chg_pct_16,chg_pct_20,chg_pct_24
002415.XSHE,2018-04-12 15:00:00,Death,60m,0.00170316301703,-0.0817518248175,-0.0537712895377,-0.054501216545,-0.0627737226277
000006.XSHE,2018-04-13 10:30:00,Gold,60m,-0.00284090909091,-0.00994318181818,-0.0127840909091,-0.0241477272727,-0.0440340909091
601398.XSHG,2018-04-13 11:30:00,Death,60m,-0.0363951473137,-0.0311958405546,-0.0173310225303,-0.0294627383016,-0.0051993067591
000651.XSHE,2018-04-13 15:00:00,Death,60m,-0.0240323266695,-0.0391322841344,0.0380689068481,0.0444491705657,0.0754997873245
002236.XSHE,2018-04-16 11:30:00,Death,60m,-0.0565040650407,-0.0849593495935,-0.0654471544715,-0.0727642276423,-0.0471544715447
000006.XSHE,2018-04-17 11:30:00,Death,60m,0.0014450867052,0.00433526011561,-0.0346820809249,0.0028901734104,-0.0028901734104
600703.XSHG,2018-04-18 10:30:00,Death,60m,0.0727101038716,0.0396600566572,0.0316336166195,-0.0226628895184,-0.0878186968839
002028.XSHE,2018-04-18 14:00:00,Gold,60m,0.00593824228029,0.00712589073634,0.0219714964371,0.0225653206651,0.0403800475059
600703.XSHG,2018-04-18 15:00:00,Gold,60m,0.0013507429086,-0.0441242683476,-0.051778478163,-0.127870328681,-0.146330481765
002466.XSHE,2018-04-19 10:30:00,BottomDivergence,60m,-0.00153168677006,0.000765843385028,0.0455676814092,0.0181887803944,-0.00497798200268
002466.XSHE,2018-04-19 10:30:00,Gold,60m,-0.00153168677006,0.000765843385028,0.0455676814092,0.0181887803944,-0.00497798200268
601398.XSHG,2018-04-19 10:30:00,Gold,60m,-0.0140845070423,0.0193661971831,0.0105633802817,0.0,-0.00528169014084
002415.XSHE,2018-04-19 11:30:00,Gold,60m,-0.00776397515528,-0.00336438923395,0.00646997929607,-0.0188923395445,-0.0178571428571
000651.XSHE,2018-04-19 11:30:00,Gold,60m,0.018235793045,0.0392281594572,0.0564037319763,-0.0339270568278,-0.050042408821
000006.XSHE,2018-04-19 14:00:00,Gold,60m,-0.0173661360347,-0.0332850940666,-0.00144717800289,-0.0289435600579,-0.0173661360347
000006.XSHE,2018-04-20 10:30:00,Death,60m,-0.0203784570597,-0.00582241630277,-0.0101892285298,-0.0203784570597,-0.00291120815138
002236.XSHE,2018-04-20 10:30:00,BottomDivergence,60m,-0.013751611517,0.0120326600774,-0.0399656209712,-0.04555221315,-0.0339492909325
002236.XSHE,2018-04-20 10:30:00,Gold,60m,-0.013751611517,0.0120326600774,-0.0399656209712,-0.04555221315,-0.0339492909325
600703.XSHG,2018-04-20 15:00:00,Death,60m,0.0178991992463,-0.00800753650495,-0.106924163919,-0.0942063118229,-0.0386245878474
000006.XSHE,2018-04-24 14:00:00,Gold,60m,-0.0198863636364,-0.046875,-0.0269886363636,-0.0170454545455,-0.0142045454545
600703.XSHG,2018-04-24 15:00:00,BottomDivergence,60m,-0.0802469135802,-0.0997150997151,-0.0308641975309,-0.022792022792,-0.0280151946819
600703.XSHG,2018-04-24 15:00:00,Gold,60m,-0.0802469135802,-0.0997150997151,-0.0308641975309,-0.022792022792,-0.0280151946819
600703.XSHG,2018-04-25 10:30:00,Death,60m,-0.0666666666667,-0.0917874396135,-0.00289855072464,0.000966183574879,-0.0048309178744
600085.XSHG,2018-04-25 11:30:00,Gold,60m,0.000585480093677,0.0278103044496,0.0275175644028,0.0541569086651,0.065281030445
601398.XSHG,2018-04-25 15:00:00,Death,60m,0.0,0.0122807017544,-0.00350877192982,-0.00877192982456,0.0122807017544
000651.XSHE,2018-04-26 10:30:00,Death,60m,-0.0313371968234,-0.0360592401803,-0.00837089504185,-0.00536595836016,0.0296200901481
002236.XSHE,2018-04-26 11:30:00,Death,60m,-0.0169870362092,0.00581135449262,0.0621367903442,0.0639248994189,0.0840411265087
002415.XSHE,2018-04-26 14:00:00,Death,60m,0.0141333333333,0.0282666666667,0.0333333333333,0.0354666666667,0.0466666666667
000006.XSHE,2018-04-26 15:00:00,Death,60m,0.0162721893491,0.00887573964497,0.0473372781065,0.0562130177515,0.0576923076923
002466.XSHE,2018-04-26 15:00:00,Death,60m,-0.00132625994695,-0.0323986358469,0.0365668813945,0.0738916256158,0.0799545282304
000006.XSHE,2018-05-02 10:30:00,Gold,60m,0.0029197080292,0.0189781021898,0.0700729927007,0.0452554744526,0.0481751824818
002236.XSHE,2018-05-02 11:30:00,BottomDivergence,60m,0.0315555555556,0.056,0.0777777777778,0.0586666666667,0.0533333333333
002236.XSHE,2018-05-02 11:30:00,Gold,60m,0.0315555555556,0.056,0.0777777777778,0.0586666666667,0.0533333333333
002415.XSHE,2018-05-02 11:30:00,BottomDivergence,60m,0.00103519668737,0.00854037267081,0.0178571428571,0.0119047619048,0.023033126294
002415.XSHE,2018-05-02 11:30:00,Gold,60m,0.00103519668737,0.00854037267081,0.0178571428571,0.0119047619048,0.023033126294
601398.XSHG,2018-05-02 11:30:00,Gold,60m,-0.00174520069808,-0.0104712041885,0.00698080279232,-0.00174520069808,0.0
600703.XSHG,2018-05-02 14:00:00,Gold,60m,0.0429944360142,0.0369246332828,0.0606980273141,0.051593323217,0.0424886191199
601398.XSHG,2018-05-03 10:30:00,Death,60m,-0.00701754385965,-0.00175438596491,0.00701754385965,0.00701754385965,0.0210526315789
002028.XSHE,2018-05-03 10:30:00,Death,60m,0.0034188034188,0.0626780626781,0.0894586894587,0.104843304843,0.101424501425
000651.XSHE,2018-05-03 15:00:00,BottomDivergence,60m,-0.012441012441,0.025311025311,0.0306735306735,0.027456027456,0.0371085371085
000651.XSHE,2018-05-03 15:00:00,Gold,60m,-0.012441012441,0.025311025311,0.0306735306735,0.027456027456,0.0371085371085
002466.XSHE,2018-05-04 10:30:00,Gold,60m,0.0341832963784,0.0558019216556,0.0837028824834,0.108832224686,0.147819660015
002028.XSHE,2018-05-07 10:30:00,Gold,60m,0.0235924932976,0.0252010723861,0.0364611260054,0.0155495978552,0.0316353887399
601398.XSHG,2018-05-08 10:30:00,Gold,60m,-0.00692041522491,-0.00692041522491,0.0121107266436,0.00519031141869,-0.00173010380623
002236.XSHE,2018-05-09 15:00:00,Death,60m,0.00995850622407,0.0244813278008,0.0580912863071,0.0323651452282,0.0294605809129
000006.XSHE,2018-05-10 10:30:00,Death,60m,0.00557103064067,-0.00139275766017,0.016713091922,0.0139275766017,0.0125348189415
600703.XSHG,2018-05-10 11:30:00,Death,60m,0.00689655172414,0.0477832512315,0.0778325123153,0.0472906403941,0.0266009852217
000006.XSHE,2018-05-10 14:00:00,Gold,60m,-0.00953678474114,-0.0340599455041,-0.0177111716621,-0.00681198910082,-0.00681198910082
002028.XSHE,2018-05-10 15:00:00,Death,60m,-0.0103626943005,-0.00621761658031,0.00569948186528,0.0155440414508,-0.00673575129534
600085.XSHG,2018-05-11 10:30:00,Death,60m,-0.00107009095773,0.0342429106474,0.0644729802033,0.0588550026752,0.0762439807384
002236.XSHE,2018-05-11 11:30:00,Gold,60m,0.0165562913907,0.0198675496689,0.0326986754967,0.028559602649,0.0753311258278
002236.XSHE,2018-05-11 14:00:00,Death,60m,0.0182800166182,0.0261736601579,0.0411300373909,0.035313668467,0.0747818861654
000651.XSHE,2018-05-11 14:00:00,Death,60m,0.0227368421053,0.0176842105263,0.00526315789474,0.016,0.00926315789474
600703.XSHG,2018-05-14 10:30:00,Gold,60m,-0.00699953336444,0.0256649556696,-0.0298646756883,0.0233317778815,0.0261315912273
000006.XSHE,2018-05-14 10:30:00,Death,60m,-0.00278940027894,0.0181311018131,0.0139470013947,0.0264993026499,0.00976290097629
002236.XSHE,2018-05-14 10:30:00,Gold,60m,-0.0149858242203,0.0263264479546,0.0016200891049,0.0473876063183,0.0405022276225
000651.XSHE,2018-05-14 11:30:00,Gold,60m,-0.00701320132013,-0.00866336633663,-0.012995049505,-0.0115511551155,-0.042904290429
002466.XSHE,2018-05-15 10:30:00,Death,60m,0.0439302481556,0.0320254862508,0.0114017437961,-0.0211267605634,-0.0184439973172
000651.XSHE,2018-05-15 11:30:00,Death,60m,-0.00166181969256,-0.00623182384711,-0.00457000415455,-0.0361445783133,-0.0388450353137
600085.XSHG,2018-05-15 14:00:00,Gold,60m,0.00222937825118,-0.0195689868714,-0.00743126083726,0.00247708694575,-0.00941293039386
601398.XSHG,2018-05-16 10:30:00,Death,60m,-0.00693240901213,-0.0051993067591,-0.0121317157712,-0.0242634315425,-0.0381282495667
002415.XSHE,2018-05-16 15:00:00,Death,60m,-0.00542673902319,0.0249136655155,0.016033547114,-0.0106068080908,-0.0431672422299
000006.XSHE,2018-05-17 10:30:00,Gold,60m,-0.00137362637363,0.010989010989,-0.010989010989,-0.0151098901099,-0.0151098901099
600703.XSHG,2018-05-17 14:00:00,Death,60m,-0.000473036896878,0.038789025544,0.0127719962157,-0.00473036896878,-0.0146641438032
600085.XSHG,2018-05-17 14:00:00,Death,60m,0.0229914098029,0.0123799898939,0.0103587670541,0.0,0.0315816068722
002236.XSHE,2018-05-17 15:00:00,Death,60m,0.037081821846,0.037484885127,0.0133010882709,-0.0120918984281,-0.0141072148327
002028.XSHE,2018-05-17 15:00:00,Gold,60m,-0.0219387755102,-0.0214285714286,-0.0484693877551,-0.0459183673469,-0.0540816326531
000006.XSHE,2018-05-18 11:30:00,Death,60m,0.0123966942149,-0.0110192837466,-0.0123966942149,-0.00550964187328,-0.0330578512397
002028.XSHE,2018-05-18 11:30:00,Death,60m,0.00570243649559,-0.0207361327112,-0.0145152928979,-0.0362882322447,-0.0456194919647
000006.XSHE,2018-05-21 10:30:00,Gold,60m,-0.0163043478261,-0.0217391304348,-0.0258152173913,-0.0366847826087,-0.0652173913043
601398.XSHG,2018-05-21 10:30:00,Gold,60m,-0.0172413793103,-0.0293103448276,-0.0448275862069,-0.0448275862069,-0.0706896551724
600703.XSHG,2018-05-21 11:30:00,Gold,60m,-0.00593065693431,-0.0200729927007,-0.0629562043796,-0.055200729927,-0.0574817518248
002236.XSHE,2018-05-21 11:30:00,Gold,60m,-0.00615858352579,0.00615858352579,-0.0654349499615,-0.0638953040801,-0.0458044649731
002415.XSHE,2018-05-21 14:00:00,Gold,60m,0.00216919739696,-0.0202458423717,-0.0679681851048,-0.0677271631718,-0.0684502289708
002415.XSHE,2018-05-21 15:00:00,Death,60m,0.00145878920496,-0.0247994164843,-0.0590809628009,-0.0498419645028,-0.0780452224654
000006.XSHE,2018-05-22 10:30:00,Death,60m,-0.00552486187845,-0.00966850828729,-0.0207182320442,-0.0497237569061,-0.0828729281768
601398.XSHG,2018-05-22 10:30:00,Death,60m,-0.0122807017544,-0.0263157894737,-0.0280701754386,-0.0543859649123,-0.0456140350877
002415.XSHE,2018-05-22 11:30:00,Death,60m,-0.0185497470489,-0.0378222115153,-0.0681763430499,-0.060949168875,-0.0727535533606
002415.XSHE,2018-05-22 14:00:00,Gold,60m,-0.0223665223665,-0.040885040885,-0.0697450697451,-0.0704665704666,-0.0892255892256
002415.XSHE,2018-05-23 10:30:00,Death,60m,-0.0255164034022,-0.0510328068044,-0.0490886998785,-0.0707168894289,-0.0408262454435
600703.XSHG,2018-05-23 11:30:00,Death,60m,-0.0190875232775,-0.0437616387337,-0.0381750465549,-0.078677839851,-0.0451582867784
600085.XSHG,2018-05-23 11:30:00,Gold,60m,-0.0204584668474,0.00394380083806,0.0317968942568,-0.0256347054474,-0.00616218880947
600085.XSHG,2018-05-23 14:00:00,Death,60m,-0.0102525631408,0.0210052513128,-0.00800200050013,-0.029007251813,0.00400100025006
002236.XSHE,2018-05-24 10:30:00,Death,60m,-0.0238473767886,-0.0230524642289,-0.0461049284579,-0.0397456279809,-0.050079491256
000651.XSHE,2018-05-28 10:30:00,Gold,60m,-0.0141297366731,-0.0312566902162,-0.00235495611218,0.0233354742025,0.0357525155213
600085.XSHG,2018-05-28 11:30:00,Gold,60m,-0.00640873486826,-0.0617137431759,-0.1053880845,-0.0951815808213,-0.0742938523617
002466.XSHE,2018-05-29 11:30:00,Gold,60m,-0.028413028413,-0.116250866251,-0.163894663895,-0.135481635482,-0.134615384615
600085.XSHG,2018-05-29 15:00:00,Death,60m,0.0146567240936,0.0203137053227,0.0017999485729,0.00128567755207,-0.0154281306248
002466.XSHE,2018-05-30 10:30:00,Death,60m,-0.119395017794,-0.135409252669,-0.0889679715302,-0.116370106762,-0.122241992883
000651.XSHE,2018-05-30 10:30:00,Death,60m,0.035138121547,0.0298342541436,0.0691712707182,0.0700552486188,0.0689502762431
601398.XSHG,2018-05-30 14:00:00,Gold,60m,0.00556586270872,0.00371057513915,0.012987012987,0.00556586270872,0.0111317254174
601398.XSHG,2018-05-30 15:00:00,Death,60m,0.00371747211896,0.0130111524164,0.0092936802974,0.0167286245353,-0.00185873605948
002415.XSHE,2018-05-31 10:30:00,Gold,60m,-0.0149480618191,-0.0126678489992,0.00734735241956,0.00532049657968,-0.00430706865974
000651.XSHE,2018-05-31 10:30:00,Gold,60m,-0.00512382578992,0.0204953031597,0.033731853117,0.0326643894108,0.0243381725021
601398.XSHG,2018-05-31 11:30:00,Gold,60m,-0.00184501845018,0.00922509225092,0.0,0.00369003690037,-0.0147601476015
600703.XSHG,2018-05-31 14:00:00,Gold,60m,-0.01317715959,-0.0258662762323,0.0366032210835,0.041971693509,0.0361151781357
002236.XSHE,2018-05-31 15:00:00,Gold,60m,-0.028087567121,-0.00247831474597,-0.00908715406857,0.00826104915324,0.0119785212722
002028.XSHE,2018-05-31 15:00:00,Gold,60m,-0.0153761669412,-0.0164744645799,-0.0263591433278,-0.0307523338825,-0.0477759472817
000006.XSHE,2018-06-01 10:30:00,Gold,60m,-0.00148588410104,-0.00297176820208,0.00148588410104,-0.0118870728083,-0.00445765230312
600703.XSHG,2018-06-01 11:30:00,Death,60m,0.0100654252642,0.0558631102164,0.0795168595873,0.0674383492703,0.0281831907398
002236.XSHE,2018-06-01 14:00:00,Death,60m,-0.0198395947657,0.0299704516674,0.0130856901646,0.0130856901646,0.0265934993668
600703.XSHG,2018-06-01 15:00:00,Gold,60m,0.01592039801,0.065671641791,0.0621890547264,0.0333333333333,0.00945273631841
002236.XSHE,2018-06-05 11:30:00,Gold,60m,-0.00535420098847,-0.00741350906096,0.00823723228995,0.000823723228995,-0.0292421746293
600085.XSHG,2018-06-05 14:00:00,Gold,60m,-0.00357416390094,-0.029359203472,-0.0525912688282,-0.0301250957365,-0.0331886647945
002028.XSHE,2018-06-07 11:30:00,Death,60m,-0.00395480225989,-0.019209039548,-0.0158192090395,-0.0248587570621,-0.0514124293785
600085.XSHG,2018-06-07 14:00:00,Death,60m,0.0026301946344,-0.0239347711731,-0.0039452919516,-0.0178853235139,-0.0431351920042
000651.XSHE,2018-06-07 14:00:00,Death,60m,0.00354314297624,0.0197999166319,0.0393914130888,0.0197999166319,0.0210504376824
002415.XSHE,2018-06-08 11:30:00,Death,60m,-0.00230828417543,0.00179533213645,-0.0112849448577,-0.0179533213645,-0.031290074378
601398.XSHG,2018-06-08 11:30:00,Death,60m,-0.00374531835206,0.00187265917603,0.00374531835206,0.0262172284644,0.0224719101124
000006.XSHE,2018-06-08 14:00:00,Death,60m,0.00301659125189,0.00904977375566,0.0150829562594,0.0105580693816,-0.0920060331825
600703.XSHG,2018-06-11 10:30:00,Death,60m,-0.00535279805353,-0.0160583941606,-0.0637469586375,-0.0710462287105,-0.0710462287105
000006.XSHE,2018-06-11 10:30:00,Gold,60m,-0.0044776119403,0.00746268656716,-0.00298507462687,-0.0880597014925,-0.122388059701
000651.XSHE,2018-06-11 11:30:00,Gold,60m,0.028209321341,0.0247342600164,-0.00163532297629,-0.022690106296,-0.0192150449714
000006.XSHE,2018-06-12 10:30:00,Death,60m,0.0119940029985,0.0164917541229,-0.0839580209895,-0.11844077961,-0.100449775112
000006.XSHE,2018-06-12 11:30:00,Gold,60m,0.0134932533733,0.0104947526237,-0.0899550224888,-0.0914542728636,-0.095952023988
002028.XSHE,2018-06-12 14:00:00,BottomDivergence,60m,-0.00854700854701,-0.014245014245,-0.134472934473,-0.11396011396,-0.0683760683761
002028.XSHE,2018-06-12 14:00:00,Gold,60m,-0.00854700854701,-0.014245014245,-0.134472934473,-0.11396011396,-0.0683760683761
600085.XSHG,2018-06-12 14:00:00,Gold,60m,-0.00315872598052,-0.0171097657278,-0.0392208475915,-0.0257962621743,-0.0284285338247
002415.XSHE,2018-06-12 15:00:00,Gold,60m,0.00463201235203,-0.00772002058672,-0.033710756562,-0.0262480699949,-0.0483787956768
601398.XSHG,2018-06-12 15:00:00,Gold,60m,0.00187969924812,0.0225563909774,0.0225563909774,0.0300751879699,0.0131578947368
002415.XSHE,2018-06-13 10:30:00,Death,60m,-0.0084789311408,-0.0128468653649,-0.039825282631,-0.0480472764645,-0.044964028777
002236.XSHE,2018-06-13 11:30:00,Death,60m,-0.0195163343233,-0.0411540093339,-0.0674586338566,-0.0844293593551,-0.0704285108188
601398.XSHG,2018-06-13 11:30:00,Death,60m,0.00941619585687,0.0320150659134,0.0263653483992,0.0320150659134,0.0188323917137
601398.XSHG,2018-06-13 15:00:00,Gold,60m,0.0206378986867,0.0225140712946,0.0281425891182,0.0112570356473,0.0112570356473
000651.XSHE,2018-06-14 10:30:00,Death,60m,0.00574005740057,-0.0336203362034,-0.0120951209512,-0.0272652726527,-0.00307503075031
600085.XSHG,2018-06-14 15:00:00,Death,60m,-0.00711938663746,-0.00602409638554,0.0101314348302,0.0145125958379,-0.00328587075575
002028.XSHE,2018-06-15 10:30:00,Death,60m,-0.0444711538462,-0.0679086538462,-0.015625,-0.00841346153846,-0.0456730769231
000006.XSHE,2018-06-15 15:00:00,Death,60m,-0.0414673046252,-0.0255183413078,-0.0398724082935,-0.0701754385965,-0.0510366826156
600703.XSHG,2018-06-20 14:00:00,Gold,60m,-0.0426195426195,-0.0379417879418,-0.0509355509356,-0.0608108108108,-0.0644490644491
600085.XSHG,2018-06-20 14:00:00,BottomDivergence,60m,-0.00270197243988,0.000270197243988,-0.0186436098352,-0.0572818157255,-0.0753850310727
600085.XSHG,2018-06-20 14:00:00,Gold,60m,-0.00270197243988,0.000270197243988,-0.0186436098352,-0.0572818157255,-0.0753850310727
002415.XSHE,2018-06-21 10:30:00,BottomDivergence,60m,0.00323886639676,0.0107962213225,0.0080971659919,-0.0199730094467,-0.021322537112
002415.XSHE,2018-06-21 10:30:00,Gold,60m,0.00323886639676,0.0107962213225,0.0080971659919,-0.0199730094467,-0.021322537112
002415.XSHE,2018-06-21 11:30:00,Death,60m,0.00488466757123,0.00651289009498,-0.000542740841248,-0.0162822252374,-0.00352781546811
600703.XSHG,2018-06-21 14:00:00,Death,60m,0.00488599348534,-0.0222584147666,-0.0190010857763,-0.0228013029316,0.042888165038
002028.XSHE,2018-06-21 14:00:00,Gold,60m,0.0146788990826,-0.0152905198777,-0.0385321100917,-0.0519877675841,0.0281345565749
002236.XSHE,2018-06-21 15:00:00,Gold,60m,0.0477072718851,0.032885595183,0.00185270958777,0.0106530801297,0.0602130616026
601398.XSHG,2018-06-22 10:30:00,Death,60m,-0.0110497237569,-0.0441988950276,-0.0699815837937,-0.0699815837937,-0.0810313075506
000006.XSHE,2018-06-22 15:00:00,Gold,60m,-0.031561461794,-0.0116279069767,-0.0431893687708,-0.0382059800664,-0.0747508305648
002415.XSHE,2018-06-22 15:00:00,Gold,60m,-0.0149413020277,0.008537886873,-0.0314834578442,-0.00586979722519,-0.0373532550694
002466.XSHE,2018-06-25 10:30:00,Gold,60m,-0.030078125,-0.0365234375,-0.0458984375,-0.0478515625,-0.093359375
000651.XSHE,2018-06-25 10:30:00,Gold,60m,-0.0292000822538,-0.0433888546165,-0.047912811022,-0.0530536705737,-0.100143944067
600703.XSHG,2018-06-25 11:30:00,Gold,60m,0.00825991189427,-0.011563876652,0.0545154185022,0.0319383259912,0.0220264317181
600703.XSHG,2018-06-25 14:00:00,Death,60m,0.0138811771238,0.00333148250972,0.0666296501943,0.0383120488617,0.0516379789006
000651.XSHE,2018-06-26 10:30:00,Death,60m,-0.0146155475535,-0.0321965685236,-0.0245710654522,-0.0730777377674,-0.0747722940055
600085.XSHG,2018-06-26 11:30:00,Death,60m,-0.0404624277457,-0.0531241398293,-0.0429397192403,-0.0660611065235,-0.0655105973025
600703.XSHG,2018-06-26 14:00:00,Gold,60m,-0.0104052573932,-0.0142387732749,0.0240963855422,0.0372398685652,0.0
002028.XSHE,2018-06-27 11:30:00,Death,60m,-0.021711366539,0.0542784163474,0.0491698595147,0.0312899106003,0.0204342273308
002236.XSHE,2018-06-27 15:00:00,Death,60m,0.00878409616274,0.0582524271845,-0.00924641701341,-0.0605640314378,-0.165048543689
002415.XSHE,2018-06-28 10:30:00,Death,60m,-0.0013770311209,0.0195538419168,-0.0393830900578,-0.0760121178739,-0.109060864776
002028.XSHE,2018-06-29 11:30:00,BottomDivergence,60m,-0.0260448213204,-0.00484554815263,-0.0321017565112,-0.030890369473,-0.0218049666869
002028.XSHE,2018-06-29 11:30:00,Gold,60m,-0.0260448213204,-0.00484554815263,-0.0321017565112,-0.030890369473,-0.0218049666869
002236.XSHE,2018-06-29 14:00:00,BottomDivergence,60m,-0.01685891748,-0.0221827861579,-0.130878438332,-0.2107364685,-0.173025732032
002236.XSHE,2018-06-29 14:00:00,Gold,60m,-0.01685891748,-0.0221827861579,-0.130878438332,-0.2107364685,-0.173025732032
000651.XSHE,2018-06-29 14:00:00,Gold,60m,-0.0371549893843,-0.0530785562633,-0.0783439490446,-0.0615711252654,-0.0229299363057
002415.XSHE,2018-06-29 15:00:00,BottomDivergence,60m,-0.0316693505099,-0.06038647343,-0.113258185722,-0.0869565217391,-0.0397208803006
002415.XSHE,2018-06-29 15:00:00,Gold,60m,-0.0316693505099,-0.06038647343,-0.113258185722,-0.0869565217391,-0.0397208803006
601398.XSHG,2018-06-29 15:00:00,Gold,60m,-0.0278884462151,-0.0159362549801,-0.00597609561753,0.0378486055777,0.0537848605578
600085.XSHG,2018-07-02 10:30:00,Gold,60m,-0.0641242937853,-0.0494350282486,-0.0564971751412,-0.0254237288136,-0.019209039548
601398.XSHG,2018-07-02 14:00:00,Death,60m,0.0102669404517,0.0143737166324,0.041067761807,0.0862422997947,0.0862422997947
000006.XSHE,2018-07-02 15:00:00,Death,60m,0.016157989228,-0.00897666068223,-0.0287253141831,-0.0215439856373,-0.0305206463196
600085.XSHG,2018-07-03 10:30:00,Death,60m,0.0156957440386,-0.00362209477815,0.0413522487172,0.0479927558104,0.0419559311802
000651.XSHE,2018-07-03 10:30:00,Death,60m,-0.0018281535649,0.00091407678245,0.0402193784278,0.0482175502742,0.0351919561243
002466.XSHE,2018-07-03 11:30:00,Death,60m,-0.0141112047178,-0.0212721145746,0.00905644481887,0.0153748946925,0.026748104465
002236.XSHE,2018-07-03 11:30:00,Death,60m,-0.0472512494321,-0.112221717401,-0.164925034075,-0.0935938209905,-0.116310767833
002415.XSHE,2018-07-03 11:30:00,Death,60m,-0.0242857142857,-0.0534285714286,-0.00371428571429,0.00771428571429,-0.00171428571429
000006.XSHE,2018-07-03 15:00:00,Gold,60m,-0.0247349823322,-0.0600706713781,-0.0371024734982,-0.0459363957597,-0.0388692579505
601398.XSHG,2018-07-04 10:30:00,Gold,60m,0.00404858299595,0.0121457489879,0.0708502024291,0.0607287449393,0.0931174089069
600703.XSHG,2018-07-04 11:30:00,Death,60m,-0.00706137968495,0.0461705594785,0.0521455730581,0.0239000543183,0.0793047256926
002028.XSHE,2018-07-05 11:30:00,Death,60m,0.00125156445557,0.0106382978723,-0.0125156445557,0.0244055068836,0.023153942428
000006.XSHE,2018-07-05 14:00:00,Death,60m,-0.00744878957169,0.00931098696462,-0.0111731843575,0.0186219739292,0.0279329608939
600085.XSHG,2018-07-05 15:00:00,BottomDivergence,60m,0.0248279988035,0.0427759497457,0.0541429853425,0.0759796589889,0.0690996111277
600085.XSHG,2018-07-05 15:00:00,Gold,60m,0.0248279988035,0.0427759497457,0.0541429853425,0.0759796589889,0.0690996111277
002466.XSHE,2018-07-06 10:30:00,Gold,60m,0.0217021276596,0.0346808510638,0.0723404255319,0.0648936170213,0.0587234042553
600703.XSHG,2018-07-06 11:30:00,Gold,60m,0.00778816199377,0.00571131879543,0.0316718587747,0.0394600207684,0.0379023883697
000651.XSHE,2018-07-06 11:30:00,Gold,60m,0.0314889788574,0.0206927575349,0.0452091767881,0.0436347278453,0.0391363022942
002415.XSHE,2018-07-09 11:30:00,Gold,60m,0.0114711786636,0.00200745626613,0.0556352165185,0.0467450530542,0.0209349010611
002028.XSHE,2018-07-09 11:30:00,Gold,60m,-0.00866873065015,-0.0229102167183,0.0123839009288,0.00804953560372,-0.00990712074303
000006.XSHE,2018-07-09 14:00:00,Gold,60m,0.0110701107011,-0.020295202952,0.0184501845018,0.0184501845018,0.0147601476015
002236.XSHE,2018-07-10 10:30:00,Gold,60m,0.00306591722023,0.0337250894226,0.0112416964742,-0.030148185999,-0.0117526826776
002028.XSHE,2018-07-11 10:30:00,Death,60m,0.0296529968454,0.0309148264984,0.00946372239748,0.0220820189274,0.017665615142
600703.XSHG,2018-07-11 14:00:00,Death,60m,0.0371922472499,0.0487166055526,0.0707176532216,0.0780513357779,0.0728129910948
002028.XSHE,2018-07-12 10:30:00,Gold,60m,0.00122549019608,-0.0030637254902,-0.00735294117647,-0.0116421568627,-0.0165441176471
600703.XSHG,2018-07-12 11:30:00,Gold,60m,0.00754906894816,0.00603925515853,0.0463009562154,0.0362355309512,0.0281831907398
601398.XSHG,2018-07-16 10:30:00,Death,60m,-0.00761904761905,0.00571428571429,-0.00952380952381,0.0647619047619,0.0704761904762
002466.XSHE,2018-07-16 11:30:00,Death,60m,0.0180344478217,0.0320162107396,0.0184397163121,0.0117527862209,0.035663627153
002236.XSHE,2018-07-17 10:30:00,Death,60m,0.0189673340358,0.0595363540569,0.0742887249737,0.107481559536,0.0785036880927
002415.XSHE,2018-07-17 10:30:00,Death,60m,0.0204539086579,0.0277388624265,0.0215746707761,0.0274586718969,0.00924628747548
002028.XSHE,2018-07-17 10:30:00,Death,60m,0.0125,0.008125,0.01,0.026875,0.025
000651.XSHE,2018-07-17 10:30:00,Death,60m,0.0,-0.0118655240606,-0.0333992529114,0.00153812348934,-0.0105471324984
600085.XSHG,2018-07-17 11:30:00,Death,60m,0.00482132728304,0.00141803743619,-0.0343165059558,-0.0181508791832,-0.017867271696
002466.XSHE,2018-07-17 15:00:00,Gold,60m,-0.0381782945736,-0.031007751938,-0.00135658914729,-0.0246124031008,-0.0841085271318
002466.XSHE,2018-07-19 10:30:00,Death,60m,0.0010111223458,0.0111223458038,0.0141557128413,-0.0461071789687,-0.0489383215369
002236.XSHE,2018-07-19 10:30:00,Gold,60m,-0.0243659870711,0.0139234211835,0.0179015415216,0.0248632521134,-0.0288413724515
600703.XSHG,2018-07-19 11:30:00,Death,60m,-0.00777076250607,-0.0165128703254,-0.00339970859641,-0.0252549781447,-0.0335114133074
000006.XSHE,2018-07-19 11:30:00,Death,60m,0.0184501845018,0.0313653136531,0.0664206642066,0.0774907749077,0.132841328413
002415.XSHE,2018-07-19 15:00:00,Gold,60m,0.00109259765092,-0.00163889647637,-0.0169352635892,-0.0450696531002,-0.045342802513
002415.XSHE,2018-07-20 11:30:00,Death,60m,-0.0205017534394,-0.0110601564608,-0.044240625843,-0.0582681413542,-0.0860534124629
002415.XSHE,2018-07-20 14:00:00,Gold,60m,-0.00595882990249,0.000541711809317,-0.0419826652221,-0.0539003250271,-0.0742145178765
601398.XSHG,2018-07-20 14:00:00,BottomDivergence,60m,0.0274725274725,0.0274725274725,0.018315018315,0.014652014652,0.0238095238095
